0.0,0.0,0.0,3405.0,0.0,2305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700.0,2063.0,0.0,0.0,5676.0,0.0,0.0,0.0,0.0,0.0,2737.0,18297.0,0.0,0.0,0.0
0.0,0.0,7971.0,0.0,0.0,0.0,8951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7823.0,0.0
0.0,3603.0,0.0,0.0,0.0,0.0,2851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209.0,2491.0,2198.0
8518.0,0.0,0.0,0.0,0.0,7820.0,0.0,0.0,0.0,0.0,0.0,0.0,11563.0,8112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2698.0,0.0,1026.0,3547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3163.0,0.0,0.0,4289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3012.0,0.0,4023.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.0,0.0,3410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3153.0,2221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2366.0,3402.0,2387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,0.0
0.0,0.0,0.0,0.0,5012.0,0.0,0.0,0.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.0,0.0,3589.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3839.0,5396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1169.0,0.0,0.0,794.0,0.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
