State Id,Number of infected (new),Number of Death (New),Number of Recovery (New)
1.0,3.684445224815363,30.732664528056034,51.45611857903657
1.0,3.5098158035570997,29.463314193976256,49.02932412319336
1.0,3.343534326094872,28.245227741336468,46.71692770297824
1.0,3.185195175660965,27.07640415598211,44.51353908715033
1.0,3.0344130450309876,25.954916071998966,42.41402192503206
1.0,2.8908218644960435,24.878907377634984,40.413481791292924
1.0,2.754073791988503,23.846590873595375,38.50725479437173
1.0,2.6238382606618416,22.856245985007256,36.6908967212803
1.0,2.4998010799586154,21.906216528024743,34.960172693196
1.0,2.38166358763101,20.994908531755726,33.31104730863538
1.0,2.269141847752053,20.1207881159349,31.73967524945367
1.0,2.161965895003277,19.28237942454041,30.242392331020824
1.0,2.0598790190168756,18.478262615350936,28.815706972246595
1.0,1.9626370880445165,17.707071905263497,27.456292067415283
1.0,1.8700079102194422,16.96749367103736,26.16097724153836
1.0,1.7817706286786006,16.25826460499423,24.92674146967135
1.0,1.6977151489052176,15.578169925087046,23.750706043436743
1.0,1.6176415978936802,14.926041638647991,22.630127869900928
1.0,1.5413598100428771,14.300756859038515,21.562393083908105
1.0,1.4686888430484242,13.701236174349509,20.54501096395466
1.0,1.399456516292048,13.126442067236379,19.575608131506275
1.0,1.3334989759385945,12.57537738492084,18.651923025936583
1.0,1.2706602809598717,12.047083858347468,17.77180063782216
1.0,1.210792011624335,11.54064066944775,16.933187491163697
1.0,1.1537528981493779,11.055163065436147,16.13412686175542
1.0,1.0994084679108482,10.589801019041566,15.372754220110131
1.0,1.0476307117493775,10.143737933561875,14.647292889924051
1.0,0.9982977661425139,9.716189391619041,13.956049909757935
1.0,0.9512936125761939,9.3064019464868,13.297412090564253
1.0,0.9065077916568498,8.91365195486132,12.66984225831557
1.0,0.8638351320475408,8.53724444994755,12.071875673897509
1.0,0.823175492479038,8.176512053739316,11.502116620968991
1.0,0.7844335175907986,7.8308139273794275,10.959235155336568
1.0,0.7475184049258701,7.499534758496836,10.441964006293759
1.0,0.7123436849070117,7.182083784430585,9.94909562519489
1.0,0.6788270105895435,6.877893850265082,9.479479371803336
1.0,0.6468899582824861,6.586420500617438,9.032018833536226
1.0,0.6164578386660073,6.307141104135254,8.605669271545892
1.0,0.5874595161892557,6.03955400968206,8.19943518598794
1.0,0.5598272380347566,5.783177733207262,7.812367996589606
2.0,30.0,0.0,0.0
2.0,4.565639587848718,0.0,0.9523809523809523
2.0,5.3229000292729465,0.0,1.0485787097991832
2.0,6.219450832002956,0.0,1.1630307277525276
2.0,7.281400211723197,0.0,1.2989178774384929
2.0,8.539837384966367,0.0,1.4600501032855373
2.0,10.031769860709986,0.0,1.6509791949468635
2.0,11.80124078788479,0.0,1.8771345694811385
2.0,13.90066003805918,0.0,2.144986029895783
2.0,16.39238922344314,0.0,2.462238321420907
2.0,19.350628578165594,0.0,2.8380632987227123
2.0,22.86366280189673,0.0,3.2833766781624476
2.0,25.449615541122487,0.0,3.8111677160977457
2.0,28.247415905360462,0.0,4.421778262050218
2.0,31.27858102312584,0.0,5.11640999164479
2.0,34.568573480880794,0.0,5.897430148482989
2.0,38.14637823209827,0.0,6.768312806383847
2.0,42.04429292989329,0.04023160088963393,7.693386656355635
2.0,46.29788758246983,0.04660113015825207,8.752398186754228
2.0,50.94609776466024,0.05500137169149873,9.916226110632698
2.0,56.03142368917442,0.06541115668131377,11.192823564249018
2.0,61.600214761794625,0.07788739354797193,12.591281200889693
2.0,67.7030255037963,0.09256301052115776,14.121896681862399
2.0,74.39503383416039,0.1096478777708966,15.796253306143711
2.0,81.7365167389233,0.12943260299576667,17.627308235111553
2.0,89.79338147714614,0.15229520768158078,19.629491012000084
2.0,98.6377528715247,0.17871079963275704,21.818813210976554
2.0,108.34861908716263,0.20926446513724792,24.21299012261419
2.0,119.01253976942078,0.2446677153264592,26.83157541914552
2.0,130.72442161575015,0.2857789399533067,29.696109761014352
2.0,143.58836749323962,0.332717856438897,32.83119491061971
2.0,157.71860615560865,0.3857053228135723,36.26386368789782
2.0,173.2405105143307,0.44505118211017225,40.023824968740804
2.0,190.29171331843622,0.5111468638413887,44.14372905359542
2.0,209.02333002636993,0.5844615751833473,48.6594568325233
2.0,229.60129963441483,0.6655412500691309,53.61043606665974
2.0,252.20785527829867,0.7550096701747675,59.03998811450062
2.0,277.0431375636414,0.8535713515923573,64.99570853259625
2.0,304.3269648209641,0.9620159226183922,71.52988515816621
2.0,334.30077583540844,1.081223814816601,78.69995752470545
2.0,367.2297620829844,1.2121731611870348,86.56902176339848
2.0,403.4052081274757,1.3559478491178443,95.20638549865903
2.0,443.14706060818753,1.5137467170799845,104.68817765313435
2.0,486.8067481933206,1.6868939165593053,115.09801853581003
2.0,534.7702770013336,1.876850487254809,126.52775609742824
2.0,587.4616283197265,2.0852272160921945,139.07827480263737
2.0,645.3464879937462,2.3137988705506776,152.86038419130938
2.0,708.9363396350992,2.564519915238341,167.99579488634896
2.0,778.7929568316515,2.839541838369077,184.618190556841
2.0,855.533332843811,3.1412322323990516,202.8744051690023
2.0,939.8350898731633,3.4721957910512122,222.92571575911217
2.0,1116.8080518197385,3.8352974036846694,328.55915944039646
2.0,1210.9590380448712,4.23368754778587,345.2649162679595
2.0,1451.5109876261527,4.670830201567984,368.91727287372777
2.0,1734.6650866667096,5.150533521539482,400.55548051990195
2.0,2068.700415332433,5.676983554707989,440.25661329792996
2.0,2463.879164425318,6.254781282084922,488.72964586550364
2.0,2932.833859900011,6.888983319618542,547.1808385593054
2.0,3490.961323411686,7.585146634886949,617.2660405420918
2.0,4156.896822571857,8.349377673121811,701.0994183487585
2.0,4953.104150676334,9.188386324720984,801.2997911986688
2.0,5906.607352456711,10.109545208678433,921.0652263767432
2.0,7049.888921643813,11.120954792673864,1064.2727520053938
2.0,8421.98220949006,12.231514921311256,1235.603855744578
2.0,10069.790714466051,13.451003379597006,1440.698812873489
2.0,12049.673104968138,14.790162179660022,1686.3445171425565
2.0,14429.33982401611,16.260792325432437,1980.7018102806744
2.0,17290.114602241385,17.87585788306497,2333.5795777826197
2.0,20729.621794694172,19.65108823896807,2756.762752054054
2.0,24864.96763692209,21.60040934700128,3264.4120420416025
2.0,29836.489479973698,23.81909268750691,3873.453352399076
2.0,35812.15056136655,26.36964625258892,4604.255593467539
2.0,42992.657001502615,29.328625026520747,5481.254433899268
2.0,51617.365675333356,32.787256671559426,6533.746881178624
2.0,61971.03234287043,36.85346947774808,7796.828846241915
2.0,74391.41320067512,41.65516144400723,9312.497253208869
2.0,89277.67191704817,47.34451491159546,11130.939312706285
2.0,107099.44752416681,54.10329606044355,13312.031349064016
2.0,128406.29214594224,62.149209680701034,15927.067537755054
2.0,153836.9734271412,71.7434802091677,19060.73412335662
2.0,184127.83268449857,83.19990730171644,22813.335805421248
2.0,220118.97103307903,96.89571014241818,27303.266190242575
2.0,262756.4763595183,113.28453917885057,32669.691142895645
2.0,313088.18391445733,132.91210408149428,39075.37953000724
2.0,372249.57984098786,156.43494722242957,46709.56655775245
2.0,441435.4458439551,184.64298602391048,55790.6665007553
2.0,521851.81182072643,218.48655720512147,66568.55983280353
2.0,614641.9584360748,259.10882244237536,79326.06128785467
2.0,720779.9982204355,307.8845385180824,94379.02970842908
2.0,840926.5985979928,366.4663546891801,112074.41318572874
2.0,975244.574115022,436.8399729267624,132785.3501425482
2.0,1123178.3968662256,521.3896872368641,156902.30144150963
2.0,1283212.0325314293,622.9759966789359,184819.12560735655
2.0,1452634.041079984,745.027147118622,216913.10950704044
2.0,1627356.08373135,891.6465747506466,253518.33111320494
2.0,1801846.724226725,1067.7382635765466,294892.4599464382
2.0,1969249.4766873864,1279.1519364633534,341178.2539891325
2.0,2121743.1412613494,1532.849700197661,392362.54666895507
2.0,2251165.731365751,1837.0951550522666,448237.2234491055
2.0,2349860.209533633,2201.6649174684967,508368.15170847817
2.0,2411623.451101172,2638.08080317458,572078.6810941873
2.0,2432576.070628438,3159.8583367040787,638453.6143157908
2.0,2411752.2401029784,3782.7634959862658,706367.1718774076
2.0,2351256.061739755,4525.06432801076,774534.6741349151
2.0,2255937.1522037312,5407.75693869107,841583.2763046299
2.0,2132665.3957262775,6454.736101165728,906133.3340210008
2.0,1989383.135993598,7692.8693104101385,966879.9816462143
2.0,1834146.6008002367,9151.919990533952,1022664.8392663263
2.0,1674333.5639363378,10864.252021605818,1072530.2023913462
2.0,1516116.9333175402,12864.236334865938,1115751.7453731075
2.0,1364220.5429983754,15187.275192274312,1151849.5894360612
2.0,1221911.6982486453,17868.366801342032,1180580.6454556547
2.0,1091155.420086814,20940.159181116043,1201916.9682946429
2.0,972853.6117956657,24430.494330837682,1216015.4225363943
2.0,867107.4440444781,28359.525040372188,1223183.5270048762
2.0,773462.1666688249,32736.593028646195,1223845.3066276645
2.0,691112.9277733454,37557.17321124566,1218509.708626618
2.0,619064.6297832467,42800.28707048969,1207742.9235741056
2.0,556247.8608181215,48426.83243841227,1192144.9745840363
2.0,501597.4727948643,54379.23450395654,1172330.2885493021
2.0,454101.84289584315,60582.678880598236,1148911.6508678088
2.0,412830.5339375139,66947.95869816637,1122486.9148749544
2.0,376946.90453004465,73375.70326030233,1093627.990693495
2.0,345710.80682322744,79761.52382014356,1062871.8600590634
2.0,318475.17068972444,86001.47400373669,1030713.5530097552
2.0,294679.1490894183,91997.20981363108,997601.1181992637
2.0,273839.6244499013,97660.33848231798,963932.6092355126
2.0,255542.2310128585,102915.62605993198,930055.0227662164
2.0,239432.59294103086,107702.93692407511,896265.0064426909
2.0,225208.16876025495,111977.95759497417,862811.0498450787
2.0,212610.89033487067,115711.88416930985,829896.8062036489
2.0,201420.65747128794,118890.31968346176,797685.1755019283
2.0,191449.673468139,121511.64240987503,766302.8039397085
2.0,182537.56509959328,123585.0837715514,735844.7070409782
2.0,174547.21043350553,125128.71163387473,706378.7890987335
2.0,167361.1912264339,126167.46474320133,677950.0980897576
2.0,160878.78786962846,126731.3362291591,650584.7147554992
2.0,155013.44039519134,126853.76342478374,624293.2232651415
2.0,149690.6066284627,126570.2496708264,599073.7477564136
2.0,144845.95681435615,125917.22111371486,574914.5649439362
2.0,140423.8521530479,124931.10656735706,551796.3196659196
2.0,136376.06222196296,123647.61967862675,529693.8797453465
2.0,132660.68303998,122101.21831600432,508577.8708026254
2.0,129241.22347892076,120324.71490314521,488415.93230154447
2.0,126085.83286904919,118349.01223889671,469173.7344304628
2.0,123166.64703443457,116202.94135586554,450815.79237196955
2.0,120459.23371249813,113913.1805848653,433306.11077838147
2.0,117942.12144163434,111504.23781758556,416608.68730720866
2.0,115596.39862320575,108998.48074352022,400687.900174774
2.0,113405.37165712191,106416.2024316932,385508.80103534507
2.0,111354.27287584919,103775.71195624143,371037.33117782953
2.0,109430.01052511949,101093.44179771066,357240.47609538614
2.0,107620.95430453401,98384.06548881519,344086.3709234373
2.0,105916.75103510357,95660.62043169054,331544.3670441815
2.0,104308.16589716912,92934.63201981768,319585.0682891087
2.0,102786.94541211428,90216.23618215365,308180.3436008464
2.0,101345.69894844854,87514.29826037663,297303.3217038579
2.0,99977.79604058807,84836.52676184308,286928.37224737724
2.0,98677.27723161038,82189.58102756471,277031.07698790997
2.0,97438.77650466189,79579.1722399026,267588.19384408445
2.0,96257.45366497152,77010.15748923554,258577.61605921105
2.0,95128.93528123853,74486.62684005745,249978.32821969443
2.0,94049.2630054541,72011.98349947485,241770.36048699167
2.0,93014.84826399758,69589.0173071065,233934.74208393312
2.0,92022.43246168831,67219.97184497463,226453.4548252265
2.0,91069.05196467414,64906.60551730103,219309.38728061758
2.0,90152.0072338581,62650.2469798033,212486.29000087036
2.0,89268.83556918333,60451.84531143242,205968.7321109778
2.0,88417.2870017495,58312.0153227314,199742.05947826657
2.0,87595.30293433089,56231.0783874582,193792.35458647055
2.0,86800.99718618253,54209.09917041636,188106.39818917238
2.0,86032.63914441457,52245.91860659666,182671.63277132565
2.0,85288.6387646352,50341.18346630362,177476.1278149155
2.0,84567.53319709841,48494.37281909879,172508.54683965896
2.0,83867.97484467317,46704.82168701272,167758.1161728503
2.0,83188.72068343124,44971.742155203174,163214.5953895286
2.0,82528.62269885745,43294.24218652484,158868.24935652228
2.0,81886.61930902768,41671.342365641794,154709.82180877338
2.0,81261.72766236683,40101.99077856362,150730.51038390578
2.0,80653.03671166209,38585.07621494368,146921.94304050074
2.0,80059.70097756106,37119.4398632035,143276.15578566637
2.0,79480.93492626632,35703.885652555684,139785.57164011284
2.0,78916.00789393601,34337.18938127258,136442.98076996853
2.0,78364.23949949536,33018.106757046015,133241.52171862003
2.0,77824.99549357314,31745.38046294976,130174.66367399167
2.0,77297.68399774982,30517.746351283567,127236.18971038185
2.0,76781.75209336937,29333.93885737394,124420.18094700093
2.0,76276.68272424676,28192.69571615841,121721.00156911377
2.0,75781.99188056868,27092.762056012303,119133.28465979114
2.0,75297.22603650996,26032.8939367184,116651.9187950468
2.0,74821.95981544093,25011.86139166005,114272.03535634628
2.0,74355.79386069486,24028.451028172938,111988.99651863697
2.0,73898.3528916759,23081.468234456566,109798.38387411884
2.0,73449.2839272474,22169.739036467872,107695.98765453229
2.0,73008.25466059614,21292.111643742046,105677.79651746599
2.0,72574.95197077561,20447.457719061746,103739.98786375277
2.0,72149.08055872307,19634.673403280463,101878.91865620515
2.0,71730.36169534328,18852.680123358634,100091.1167103726
2.0,71318.53207218566,18100.42520875488,98373.27243156727
2.0,70913.34274453402,17376.882338696745,96722.23097234813
2.0,70514.55815924681,16681.05184050435,95134.98478780901
2.0,70121.95525914722,16011.960857030543,93608.66656612178
2.0,69735.32265771076,15368.663399386285,92140.54251433624
2.0,69354.45987742336,14750.240299419658,90728.00597968588
2.0,68979.17664649012,14155.799074889672,89368.57138852631
2.0,68609.29224882147,13584.4737189056,88059.86848585888
2.0,68244.63492273318,13035.42442397131,86799.63685943083
2.0,67885.04130416119,12507.837249869166,85585.72073330576
2.0,67530.35591078037,12000.92374362544,84416.06401688114
2.0,67180.43066343549,11513.920518907928,83288.7055958256
2.0,66835.12444209016,11046.088801406037,82201.77485267847
2.0,66494.30267312075,10596.713946024754,81153.4874049026
2.0,66157.83694573306,10165.104931078298,80142.14104955699
2.0,65825.6046549193,9750.593834089308,79166.11190379951
2.0,65497.48866909835,9352.535293278917,78223.85073153145
2.0,65173.37702011631,8970.305958365254,77313.87944639738
2.0,64853.16261443491,8603.303933868176,76434.78778285348
2.0,64536.74296311877,8250.948217741141,75585.2301261286
2.0,64224.01992998872,7912.678137812717,74763.92249397565
2.0,63914.89949590183,7587.952788216773,73969.63966200709
2.0,63609.29153832811,7276.250467717986,73201.21242590215
2.0,63307.109624882636,6977.068121595121,72457.52499353346
2.0,63008.27081999725,6689.920788525654,71737.51250085323
2.0,62712.695503529336,6414.341053719194,71040.15864523264
2.0,62420.30720057612,6149.878509371552,70364.49343066009
2.0,62131.03242174029,5896.09922335423,69709.59101940565
2.0,61844.80051295197,5652.585216913579,69074.56768483276
2.0,61561.54351433575,5418.933952028449,68458.57986062526
2.0,61281.19602736063,5194.75782896311,67860.82228164643
2.0,61003.69508979025,4979.683694452431,67280.52621210329
2.0,60728.9800578662,4773.35236086742,66716.95775679454
2.0,60456.99249532437,4575.418136630229,66169.41625154388
2.0,60187.67606844639,4385.548368077588,65637.23272869377
2.0,59920.97644740352,4203.422992909533,65119.768454735895
2.0,59656.84121270411,4028.7341053053437,64616.4135358617
2.0,59395.219767079776,3861.1855327402154,64126.585588873466
2.0,59136.06325195465,3700.4924244935337,63649.72847384413
2.0,58879.32446856194,3546.3808518023184,63185.3110859572
2.0,58624.957803278114,3398.5874195807373,62732.82620358832
2.0,58372.91915683227,3256.8588895982175,62291.78938988987
2.0,58123.1658772956,3120.951814984078,61861.73794549972
2.0,57875.65669654592,2990.632185905472,61442.2299098901
3.0,30.0,0.0,0.0
3.0,5.103896556389838,0.0,0.9523809523809523
3.0,6.018020501858548,0.0,1.0537049666424323
3.0,7.105590549235668,0.0,1.1787558896224541
3.0,8.398978126490348,0.0,1.331140283470396
3.0,9.93680475864101,0.0,1.5153267814998932
3.0,11.765102264780584,0.0,1.736769114731648
3.0,13.93869866908394,0.0,2.002061832091889
3.0,16.52287109632485,0.0,2.3191327453463373
3.0,19.595314984684027,0.0,2.69747739367455
3.0,23.248488428690308,0.0,3.148442208138688
3.0,27.592401632979996,0.0,3.6855646125335646
